step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
326,CASH_IN,120850.56,C2069512760,2289778.98,2410629.54,C1870563315,1067246.51,982454.46,0
399,CASH_OUT,13091.1,C1506574656,40498.0,27406.9,C927007429,0.0,13091.1,0
324,CASH_OUT,144414.46,C278133850,0.0,0.0,C244963707,204547.5,348961.97,0
334,CASH_OUT,123517.19,C586831463,0.0,0.0,C1422999923,10755399.68,10878916.87,0
209,CASH_OUT,66678.68,C1882643203,190502.0,123823.32,C1155268161,0.0,66678.68,0
17,TRANSFER,1390199.63,C1486607641,679469.16,0.0,C2131861038,137542.99,1540465.81,0
136,CASH_OUT,211055.76,C774360266,695285.0,484229.24,C1296124409,18719.96,229775.72,0
9,CASH_OUT,78461.28,C845447146,842.0,0.0,C1440433505,20853.0,79124.62,0
102,TRANSFER,46081.45,C1009233877,46081.45,0.0,C1072793235,0.0,0.0,1
163,CASH_OUT,244252.76,C2098766599,0.0,0.0,C390248804,366462.85,610715.62,0
306,PAYMENT,18034.63,C258861132,162837.0,144802.37,M329045904,0.0,0.0,0
33,PAYMENT,24386.59,C677719241,0.0,0.0,M1393798835,0.0,0.0,0
334,CASH_OUT,101263.58,C1672834860,0.0,0.0,C1962772810,534624.16,635887.74,0
404,PAYMENT,8735.56,C184921215,18937.0,10201.44,M975994914,0.0,0.0,0
379,PAYMENT,24429.44,C505528394,0.0,0.0,M1940761956,0.0,0.0,0
403,CASH_OUT,162469.13,C313941267,16864.0,0.0,C1522814924,577571.26,740040.39,0
238,PAYMENT,12111.52,C1355806647,225651.0,213539.48,M1599017201,0.0,0.0,0
166,PAYMENT,4310.82,C809613066,270856.59,266545.77,M669874598,0.0,0.0,0
156,CASH_OUT,307293.89,C1957803665,0.0,0.0,C445430165,1269415.28,1576709.17,0
211,CASH_OUT,267501.67,C880556464,160.0,0.0,C655039113,40145.65,307647.33,0
136,PAYMENT,6806.32,C1223086929,85277.0,78470.68,M1027885645,0.0,0.0,0
119,PAYMENT,35694.07,C102921120,0.0,0.0,M606785408,0.0,0.0,0
394,CASH_OUT,248776.5,C1475038191,0.0,0.0,C1137259098,2759440.3,3008216.79,0
396,CASH_OUT,233699.25,C1080613423,233699.25,0.0,C531586904,0.0,233699.25,1
250,CASH_IN,180.0,C409036435,319.0,499.0,C50147473,0.0,0.0,0
186,CASH_IN,43301.3,C1308331580,0.0,43301.3,C2001592381,547756.28,504454.98,0
226,CASH_OUT,27104.3,C467508109,0.0,0.0,C627573792,2189154.73,2216259.03,0
184,CASH_OUT,87287.69,C519354687,54290.0,0.0,C735748417,151143.67,238431.36,0
19,PAYMENT,724.8,C965277995,291130.81,290406.02,M842865549,0.0,0.0,0
277,CASH_OUT,248113.07,C71207987,0.0,0.0,C1204762214,4295615.9,4543728.96,0
132,CASH_OUT,249990.43,C566236550,0.0,0.0,C2135495796,1874792.96,2291900.32,0
377,CASH_OUT,240922.84,C1383644650,0.0,0.0,C1986778494,340462.14,581384.98,0
304,CASH_OUT,380245.39,C880017255,98300.0,0.0,C396370302,1796242.1,2176487.49,0
34,TRANSFER,1560924.25,C1643484673,0.0,0.0,C794978521,6336925.23,7897849.49,0
189,CASH_OUT,5576.69,C1520584522,201967.72,196391.03,C1220091341,580211.51,585788.2,0
162,CASH_IN,349246.87,C658919075,1955141.54,2304388.41,C900038557,814036.71,464789.83,0
43,CASH_OUT,113373.53,C1987372436,142424.0,29050.47,C1758239941,221764.05,335137.58,0
138,CASH_OUT,8331.64,C1752278782,0.0,0.0,C882484948,546418.75,692869.86,0
260,TRANSFER,422185.86,C242125656,0.0,0.0,C199912992,629570.68,1051756.54,0
277,CASH_OUT,2392482.86,C1970217984,2392482.86,0.0,C1229385284,2414558.13,4807040.99,1
277,PAYMENT,6685.55,C172240574,1193.0,0.0,M895956841,0.0,0.0,0
15,PAYMENT,12521.27,C1852254278,64072.0,51550.73,M780060936,0.0,0.0,0
595,PAYMENT,17123.43,C1772027248,9130.84,0.0,M380766648,0.0,0.0,0
187,CASH_IN,198587.85,C944077465,15772.0,214359.85,C703928752,3354342.07,3155754.22,0
42,TRANSFER,354879.08,C1048020838,0.0,0.0,C315595990,2913597.97,3268477.05,0
278,PAYMENT,7997.18,C1045205110,266582.25,258585.08,M1151761010,0.0,0.0,0
274,CASH_OUT,261412.5,C2033352336,22325.0,0.0,C1295328514,1910447.14,2171859.63,0
160,CASH_OUT,458572.05,C487889701,17232.0,0.0,C1751754828,1044644.17,1503216.21,0
345,CASH_IN,248387.14,C1634823449,6332087.82,6580474.96,C10429211,711569.47,463182.32,0
400,PAYMENT,2401.84,C452339146,0.0,0.0,M1941169351,0.0,0.0,0
399,PAYMENT,3070.53,C491898350,0.0,0.0,M860620036,0.0,0.0,0
131,PAYMENT,23051.02,C470896739,145139.0,122087.98,M756273167,0.0,0.0,0
455,TRANSFER,2108589.59,C517758721,2108589.59,0.0,C121014715,0.0,0.0,1
396,CASH_IN,208574.82,C1465846950,12727109.53,12935684.34,C2063532362,10971112.73,10762537.91,0
355,CASH_OUT,242030.61,C385027811,97893.0,0.0,C1883175566,5925919.05,6167949.66,0
402,CASH_OUT,122948.85,C2061664629,0.0,0.0,C573097287,2254473.55,3439357.58,0
306,PAYMENT,1065.11,C1864125709,0.0,0.0,M2049246223,0.0,0.0,0
42,CASH_OUT,191471.34,C1388606909,0.0,0.0,C849863109,2258592.61,2450063.95,0
5,TRANSFER,1716502.82,C316671934,0.0,0.0,C766681183,10646313.99,12362816.81,0
399,CASH_IN,90604.71,C200782547,13111788.66,13202393.37,C1087611611,1028295.93,937691.22,0
399,CASH_IN,370250.94,C861168086,1475.0,371725.94,C642166026,120800.74,0.0,0
403,PAYMENT,6027.18,C1540842438,16509.17,10481.99,M173749231,0.0,0.0,0
213,PAYMENT,561.28,C1247358888,165.0,0.0,M1002095062,0.0,0.0,0
184,CASH_IN,196765.48,C587422152,13140917.17,13337682.65,C112510794,1071360.81,874595.33,0
181,TRANSFER,263832.31,C1400405424,0.0,0.0,C982519012,1279226.73,1543059.05,0
232,CASH_OUT,1714.05,C415815573,0.0,0.0,C2072799902,44858.71,46572.76,0
302,CASH_OUT,213809.3,C878195037,41774.0,0.0,C970396843,25057.13,238866.43,0
136,CASH_IN,208376.39,C92802466,9966.0,218342.39,C1019413350,1054898.55,846522.16,0
250,PAYMENT,239.52,C1980912119,154501.0,154261.48,M1264891511,0.0,0.0,0
259,CASH_IN,178359.96,C1978474613,355091.0,533450.96,C838355583,0.0,0.0,0
19,CASH_OUT,204672.67,C1965210089,26027.0,0.0,C2068143517,405339.18,610011.85,0
226,PAYMENT,9304.36,C487291699,231543.48,222239.12,M1048540264,0.0,0.0,0
155,CASH_IN,366852.15,C528261742,2254419.99,2621272.14,C1438808358,2576827.91,2209975.76,0
305,CASH_IN,78755.63,C1353692945,8292227.69,8370983.32,C2129266354,231735.2,152979.57,0
210,CASH_IN,266153.7,C1418843740,11306.0,277459.7,C1456656775,403525.94,137372.24,0
139,CASH_IN,305409.56,C653369448,6816412.13,7121821.69,C1582208649,3041910.36,2884128.32,0
255,CASH_IN,167407.72,C371966177,5245460.43,5412868.15,C1175963295,373900.84,206493.12,0
690,CASH_IN,106527.07,C796845220,467.0,106994.07,C2146588798,247827.2,141300.13,0
374,CASH_IN,325260.9,C1556315042,789284.96,1114545.86,C322216832,439450.76,114189.86,0
5,PAYMENT,15330.96,C819323772,0.0,0.0,M497501602,0.0,0.0,0
131,CASH_OUT,78996.41,C1198277898,0.0,0.0,C2083130101,94613.12,173609.53,0
209,CASH_OUT,69148.48,C1086753307,0.0,0.0,C1234426099,464922.78,534071.26,0
518,CASH_OUT,1165187.89,C1489843213,1165187.89,0.0,C784775373,0.0,1165187.89,1
259,CASH_OUT,154823.48,C1023690009,112274.0,0.0,C1520426194,6495.83,161319.31,0
14,CASH_OUT,225677.43,C1610811719,204739.0,0.0,C2113941945,3251.33,455166.42,0
356,PAYMENT,952.48,C1835111648,0.0,0.0,M524270809,0.0,0.0,0
377,PAYMENT,2190.21,C338264231,22856.0,20665.79,M337794712,0.0,0.0,0
282,TRANSFER,3810779.79,C1195778470,0.0,0.0,C482642702,6200671.85,9731578.42,0
13,CASH_OUT,232190.22,C2123627279,20533.0,0.0,C650357315,152.69,0.0,0
159,PAYMENT,36695.64,C407664484,0.0,0.0,M1297408251,0.0,0.0,0
179,CASH_OUT,395594.19,C159736496,46575.26,0.0,C146410115,1175252.55,1570846.74,0
179,CASH_OUT,421841.19,C1595099093,0.0,0.0,C113848029,2890331.36,3312172.55,0
350,CASH_OUT,329.04,C1492356820,0.0,0.0,C808896389,13759352.93,13759681.97,0
251,CASH_OUT,42983.82,C367204771,0.0,0.0,C1254203317,691023.95,734007.77,0
131,CASH_OUT,171877.75,C780134539,0.0,0.0,C1222927102,2013684.11,2185561.85,0
372,CASH_OUT,336994.37,C902676857,14712.0,0.0,C316761923,11231029.21,11568023.59,0
309,CASH_OUT,48354.99,C2045458314,0.0,0.0,C253596705,401041.8,449396.8,0
396,PAYMENT,22786.08,C1487418802,18466.0,0.0,M776684379,0.0,0.0,0
136,CASH_IN,218337.96,C1202551727,0.0,218337.96,C1652169847,2727453.87,2604452.56,0
159,TRANSFER,20225.17,C570327586,20225.17,0.0,C2065540881,0.0,0.0,1
402,CASH_OUT,253337.15,C343216514,9919.0,0.0,C2002515746,4740412.41,5259722.33,0
495,CASH_OUT,161734.41,C423478873,20309.0,0.0,C1395576385,72923.16,234657.58,0
209,PAYMENT,9564.01,C1578285730,851.0,0.0,M963123526,0.0,0.0,0
351,TRANSFER,40673.47,C1180262900,0.0,0.0,C343456839,89369.76,130043.23,0
43,CASH_IN,337721.1,C1536492579,22109.0,359830.1,C1494296504,0.0,0.0,0
18,CASH_OUT,150759.14,C507072085,13475.0,0.0,C971523826,2103424.77,2254183.91,0
164,TRANSFER,13491.85,C1108475067,42036.0,28544.15,C2133580934,0.0,13491.85,0
658,CASH_OUT,8730600.58,C1590395791,8730600.58,0.0,C1505080875,256439.26,8987039.84,1
177,PAYMENT,4902.79,C518612609,0.0,0.0,M956215328,0.0,0.0,0
250,PAYMENT,17642.17,C1871505259,578.0,0.0,M2028323561,0.0,0.0,0
375,PAYMENT,6315.26,C744157436,0.0,0.0,M407395845,0.0,0.0,0
351,CASH_IN,25777.22,C1302168782,14356428.76,14382205.98,C7825061,428481.74,402704.52,0
134,PAYMENT,8446.05,C1251483426,0.0,0.0,M1308863372,0.0,0.0,0
139,CASH_OUT,190572.61,C1233688421,11560.0,0.0,C725898072,0.0,190572.61,0
308,PAYMENT,41576.22,C1253299320,0.0,0.0,M758987430,0.0,0.0,0
304,PAYMENT,2568.32,C2126271415,99254.0,96685.68,M4528007,0.0,0.0,0
376,CASH_IN,198156.28,C1546353227,7601312.46,7799468.74,C471672906,8250544.58,8052388.3,0
41,PAYMENT,14967.96,C1203924410,79416.9,64448.94,M475690625,0.0,0.0,0
183,TRANSFER,365462.1,C1583743571,154198.0,0.0,C1108369598,2423584.05,2789046.15,0
183,PAYMENT,17681.5,C882385132,3261.05,0.0,M227055663,0.0,0.0,0
14,CASH_OUT,24345.45,C533386303,212.0,0.0,C808880569,0.0,24345.45,0
378,TRANSFER,164830.58,C878715304,0.0,0.0,C143020300,195289.71,360120.29,0
373,CASH_IN,35087.55,C861527574,2720167.33,2755254.88,C1033810726,213045.01,177957.46,0
375,CASH_IN,304375.41,C970346650,24205.0,328580.41,C394225644,2554667.01,2250291.6,0
212,PAYMENT,4904.85,C2085657670,7682.95,2778.1,M871983244,0.0,0.0,0
284,PAYMENT,10709.35,C175344547,15999.0,5289.65,M1846261178,0.0,0.0,0
642,CASH_OUT,253762.0,C507196877,0.0,0.0,C1822022469,1491150.47,1744912.47,0
414,TRANSFER,533269.77,C761440890,533269.77,0.0,C565561200,0.0,0.0,1
46,CASH_IN,357765.45,C610289309,10431269.83,10789035.28,C305809034,1793516.29,1435750.84,0
181,CASH_OUT,332895.46,C1159539212,276345.0,0.0,C1642550356,545133.42,878028.89,0
40,TRANSFER,513869.25,C1640183935,72883.0,0.0,C1487664911,279565.88,793435.14,0
358,CASH_IN,107713.23,C585247561,707232.97,814946.2,C425875072,391099.03,283385.79,0
17,CASH_IN,227482.35,C1846346906,21460.0,248942.35,C225086694,447519.19,220036.85,0
331,CASH_IN,64625.03,C2073733326,477076.03,541701.06,C1267544285,668473.93,603848.91,0
46,PAYMENT,14504.17,C979765931,22038.0,7533.83,M2144359528,0.0,0.0,0
230,TRANSFER,538420.07,C440806744,0.0,0.0,C146674309,2920401.37,3458821.43,0
378,PAYMENT,17389.97,C2050053497,0.0,0.0,M1992565888,0.0,0.0,0
210,CASH_OUT,199556.33,C1309748202,0.0,0.0,C763485780,676717.72,876274.05,0
329,CASH_OUT,183283.57,C2134294554,49.0,0.0,C1911166300,252166.1,435449.67,0
36,PAYMENT,19086.68,C1342805816,9669.0,0.0,M1760468493,0.0,0.0,0
9,CASH_OUT,350705.74,C58527359,350705.74,0.0,C582901057,894760.68,1794033.65,1
206,CASH_IN,181470.42,C1300362986,31395.0,212865.42,C1003658851,0.0,0.0,0
302,CASH_IN,130787.98,C178549075,419751.61,550539.59,C440770613,290346.77,159558.79,0
186,PAYMENT,1116.1,C1243983799,0.0,0.0,M354380376,0.0,0.0,0
336,TRANSFER,722294.25,C1222087374,0.0,0.0,C677317676,22097960.46,22820254.71,0
209,CASH_IN,49208.35,C996569128,5909966.2,5959174.56,C1766031968,1661944.1,1452967.02,0
255,PAYMENT,530.94,C1774180382,10891.0,10360.06,M1806958792,0.0,0.0,0
689,TRANSFER,228416.57,C78608080,228416.57,0.0,C208687386,0.0,0.0,1
177,DEBIT,1680.91,C1227900957,11219.0,9538.09,C704681751,361255.79,362936.7,0
405,PAYMENT,256.82,C1566019904,10962.0,10705.18,M2078599468,0.0,0.0,0
598,CASH_OUT,5566368.02,C1308416939,5566368.02,0.0,C291757564,105580.9,5671948.92,1
135,PAYMENT,19737.36,C862048915,17561.0,0.0,M1059436893,0.0,0.0,0
329,PAYMENT,14386.57,C2067598240,0.0,0.0,M118033890,0.0,0.0,0
165,CASH_OUT,180441.85,C534714838,10460.0,0.0,C241567406,0.0,180441.85,0
274,PAYMENT,2260.78,C610810687,260248.29,257987.5,M1599563245,0.0,0.0,0
375,TRANSFER,1863378.46,C1655327182,547474.0,0.0,C354901381,42859.43,2125615.44,0
137,CASH_OUT,231349.5,C1142358882,0.0,0.0,C773699768,857433.46,1088782.96,0
202,CASH_OUT,171512.02,C1411982439,36244.0,0.0,C361761396,1120982.21,1292494.23,0
9,CASH_OUT,109750.64,C184139034,0.0,0.0,C1177315507,472020.12,40027.63,0
210,PAYMENT,59668.82,C1369368414,0.0,0.0,M636233075,0.0,0.0,0
426,CASH_IN,425468.08,C1586361577,11153.0,436621.08,C969050614,0.0,0.0,0
399,CASH_OUT,25306.35,C1844830857,53260.0,27953.65,C1668798105,2348705.52,2374011.87,0
230,CASH_OUT,136234.12,C655296500,0.0,0.0,C891691495,742547.28,878781.4,0
356,CASH_IN,30872.82,C1049720413,30730.0,61602.82,C936482723,72342.0,41469.18,0
231,CASH_IN,92772.22,C308240028,16672802.19,16765574.41,C624707584,975727.68,882955.46,0
397,CASH_OUT,276049.77,C12644723,582.0,0.0,C139435486,508207.16,784256.93,0
273,TRANSFER,2230432.56,C49877168,2230432.56,0.0,C1235148349,0.0,0.0,1
42,PAYMENT,17144.97,C1287431085,25197.0,8052.03,M10460035,0.0,0.0,0
371,CASH_IN,354625.66,C1765360427,130386.0,485011.66,C2010931390,659286.9,304661.24,0
142,CASH_OUT,318806.75,C2058835691,13448.0,0.0,C2038527651,101124.1,419930.85,0
324,TRANSFER,4395098.3,C1230795435,0.0,0.0,C1444364995,9815778.08,14210876.39,0
16,PAYMENT,3346.06,C2134916465,108.0,0.0,M81431369,0.0,0.0,0
16,CASH_IN,254996.53,C111940420,356490.0,611486.53,C1969723073,2264783.16,2037802.08,0
164,CASH_OUT,18499.73,C524313407,19043.34,543.62,C397142943,110968.58,129468.3,0
374,CASH_IN,316264.5,C1770720210,5968665.45,6284929.95,C679593425,1648936.63,1332672.13,0
231,CASH_OUT,107948.69,C169144243,17457.04,0.0,C633219207,2516712.01,2624660.7,0
381,PAYMENT,12646.32,C1187769658,105934.0,93287.68,M1310453975,0.0,0.0,0
514,CASH_OUT,67686.42,C1990211181,29761.0,0.0,C1823609905,4721976.81,4789663.23,0
188,CASH_OUT,92362.8,C2127665778,16083.0,0.0,C730990323,0.0,92362.8,0
140,PAYMENT,6549.44,C1732163192,0.0,0.0,M143613930,0.0,0.0,0
582,CASH_IN,85272.96,C1822457104,4948287.46,5033560.42,C1328854949,389724.32,304451.36,0
283,CASH_IN,19369.37,C652601291,5514318.81,5533688.17,C1361953185,2138706.29,2119336.92,0
373,PAYMENT,2819.94,C597011372,21573.0,18753.06,M283910581,0.0,0.0,0
357,TRANSFER,87397.73,C163403946,126.0,0.0,C839851449,514429.84,601827.57,0
278,CASH_IN,406709.23,C37286840,10153242.16,10559951.38,C552840191,744760.77,338051.55,0
163,DEBIT,939.35,C1999682134,30348.0,29408.65,C901558964,3049187.44,3050126.78,0
323,CASH_OUT,45053.64,C1820225355,1430.0,0.0,C429031698,570077.17,615130.81,0
132,PAYMENT,7501.33,C1003868149,0.0,0.0,M1722838976,0.0,0.0,0
68,CASH_OUT,2026529.56,C354227932,2026529.56,0.0,C467042735,511526.05,2538055.62,1
352,CASH_IN,138419.24,C192604072,8694440.54,8832859.78,C1307954267,4357562.23,4219143.0,0
228,CASH_OUT,375334.91,C1508494889,24907.0,0.0,C1714096953,8967.46,384302.37,0
235,CASH_OUT,145448.08,C1116125864,0.0,0.0,C2082990955,1900520.5,2045968.58,0
184,CASH_OUT,252920.79,C1319309120,0.0,0.0,C66841005,358662.72,1109056.85,0
299,PAYMENT,11301.72,C9074581,0.0,0.0,M1644535187,0.0,0.0,0
226,CASH_OUT,540464.04,C456732387,0.0,0.0,C514688031,793452.9,1333916.94,0
185,CASH_OUT,143706.8,C1555178140,0.0,0.0,C1898779059,386775.81,530482.61,0
408,CASH_IN,131415.53,C1246868532,6204338.64,6335754.18,C1422278559,3571150.88,3439735.35,0
401,CASH_OUT,147680.96,C1940272387,0.0,0.0,C939138340,925428.69,1073109.64,0
211,PAYMENT,11412.52,C1581393177,171.0,0.0,M1818921130,0.0,0.0,0
153,PAYMENT,26293.34,C9176343,12507.0,0.0,M268792363,0.0,0.0,0
281,PAYMENT,22845.46,C1020227717,0.0,0.0,M144502252,0.0,0.0,0
555,CASH_OUT,256612.5,C1506920429,18095.26,0.0,C1008976301,2688802.77,2945415.27,0
34,PAYMENT,12482.81,C1876955411,0.0,0.0,M1354806680,0.0,0.0,0
212,CASH_OUT,47638.25,C325494702,5984.0,0.0,C30103956,1752877.63,1800515.88,0
275,PAYMENT,2667.56,C178029018,0.0,0.0,M410178304,0.0,0.0,0
399,PAYMENT,29264.72,C1878222596,0.0,0.0,M972144827,0.0,0.0,0
348,CASH_IN,5987.74,C660214552,929303.21,935290.95,C176920036,202292.0,196304.26,0
16,CASH_IN,387621.12,C239975049,23780892.08,24168513.2,C1034030587,2706941.61,2219513.79,0
559,TRANSFER,55539.89,C923707754,55539.89,0.0,C1301961209,0.0,0.0,1
351,CASH_OUT,436499.07,C1354067689,122.0,0.0,C2049206138,85192.18,521691.25,0
323,PAYMENT,1838.36,C1741773564,169.0,0.0,M265191673,0.0,0.0,0
334,CASH_OUT,191952.81,C374811509,0.0,0.0,C882944895,1437235.51,1629188.32,0
281,CASH_IN,134497.88,C139493399,17625300.66,17759798.55,C1203680087,348250.09,213752.21,0
181,TRANSFER,23045.81,C2088412767,0.0,0.0,C2134771304,157207.53,180253.34,0
18,CASH_OUT,334522.07,C9505582,20859.0,0.0,C707757515,0.0,160646.32,0
211,CASH_OUT,37737.18,C1970376099,132113.0,94375.82,C962663869,1515961.75,1553698.93,0
282,CASH_OUT,64753.14,C1288003692,25547.0,0.0,C1310189626,11513543.13,11578296.27,0
14,PAYMENT,9665.49,C1525028441,0.0,0.0,M1300055990,0.0,0.0,0
133,TRANSFER,1237507.81,C745090486,0.0,0.0,C531593626,3885238.06,5122745.87,0
132,PAYMENT,16192.54,C524063473,0.0,0.0,M2046528141,0.0,0.0,0
184,PAYMENT,19298.7,C554962125,150306.73,131008.03,M346980770,0.0,0.0,0
156,CASH_OUT,330561.29,C731868091,0.0,0.0,C1621185605,2083559.39,2414120.68,0
231,CASH_OUT,615207.33,C1593789844,28300.33,0.0,C1021256805,1785469.13,2400676.46,0
305,CASH_OUT,365874.72,C1756062476,2204.0,0.0,C1836055805,198311.13,564185.86,0
132,CASH_IN,160639.32,C1178825247,56708.0,217347.32,C1260039753,0.0,0.0,0
236,CASH_OUT,179975.0,C1023172654,117669.0,0.0,C1658421653,91390.74,271365.75,0
375,CASH_IN,271749.5,C836653329,3739199.6,4010949.1,C571449869,469942.16,198192.66,0
327,CASH_OUT,271969.75,C926995087,0.0,0.0,C2000319738,6348584.7,6620554.46,0
160,CASH_OUT,332579.01,C1967189561,0.0,0.0,C1955738094,889814.51,1222393.52,0
133,CASH_OUT,138572.17,C1646243758,0.0,0.0,C82288372,558665.89,697238.05,0
163,CASH_IN,295205.05,C1604554607,24214.0,319419.05,C9432818,685411.04,390205.99,0
688,CASH_IN,168906.8,C380065847,16433813.83,16602720.62,C78722910,1011268.02,842361.22,0
283,CASH_OUT,87889.15,C580879142,0.0,0.0,C1242551659,2237007.46,2324896.61,0
189,PAYMENT,4393.12,C155355716,10686.0,6292.88,M163115078,0.0,0.0,0
527,CASH_IN,48461.42,C1275668864,2636121.83,2684583.25,C777688963,2705148.44,2656687.01,0
283,PAYMENT,12668.21,C222611383,0.0,0.0,M63593508,0.0,0.0,0
58,TRANSFER,456745.18,C1016889565,456745.18,0.0,C1924324818,0.0,0.0,1
161,PAYMENT,4393.8,C1441581343,45155.0,40761.2,M2081457634,0.0,0.0,0
324,CASH_OUT,98489.08,C461911252,182739.91,84250.83,C1331978017,918805.63,1017294.71,0
355,CASH_OUT,388157.42,C1511796850,93087.0,0.0,C357452134,4484269.51,4872426.93,0
164,PAYMENT,7552.07,C385984345,0.0,0.0,M1552208715,0.0,0.0,0
381,CASH_IN,260800.42,C713037288,6586991.22,6847791.64,C354289989,3110163.8,2849363.37,0
153,CASH_OUT,46899.15,C1154377613,30087.0,0.0,C452806708,0.0,46899.15,0
283,CASH_OUT,290984.81,C270155867,16107.0,0.0,C2067998808,0.0,290984.81,0
42,TRANSFER,392795.29,C357759112,2753.0,0.0,C481291135,834075.25,1226870.55,0
373,TRANSFER,410864.94,C1998252487,0.0,0.0,C1407326325,641790.84,1052655.78,0
590,PAYMENT,455.46,C1434017968,0.0,0.0,M331523168,0.0,0.0,0
215,CASH_IN,244732.04,C622867153,9051953.04,9296685.09,C1100731849,2120411.87,1875679.83,0
130,PAYMENT,17698.27,C14588642,0.0,0.0,M1241623175,0.0,0.0,0
280,CASH_IN,199330.64,C64752217,9305183.61,9504514.25,C141691762,479804.22,280473.58,0
284,TRANSFER,927818.48,C778300205,0.0,0.0,C2040465986,4654965.26,5582783.74,0
640,PAYMENT,4229.57,C431571497,10063.0,5833.43,M306539105,0.0,0.0,0
302,CASH_OUT,248140.44,C1238435254,32146.0,0.0,C1335886231,523831.18,771971.62,0
332,CASH_IN,77792.74,C440809854,25823.0,103615.74,C595950072,0.0,0.0,0
326,CASH_OUT,11850.98,C1561189477,0.0,0.0,C742570592,1446816.82,1458667.8,0
213,CASH_IN,51135.92,C976755422,10982.0,62117.92,C883582973,113718.73,62582.81,0
237,TRANSFER,3924102.18,C344359156,3924102.18,0.0,C1708707330,0.0,0.0,1
227,CASH_IN,16444.45,C2103152965,14859.0,31303.45,C662000449,837857.13,821412.68,0
308,CASH_OUT,171160.81,C370062680,0.0,0.0,C575299822,191651.73,362812.54,0
398,PAYMENT,31415.96,C375543301,11991.0,0.0,M99692565,0.0,0.0,0
187,PAYMENT,102.78,C699511122,0.0,0.0,M830111661,0.0,0.0,0
397,PAYMENT,17986.47,C100489121,0.0,0.0,M244324476,0.0,0.0,0
159,PAYMENT,25214.82,C1549939550,20597.0,0.0,M1118530975,0.0,0.0,0
330,CASH_OUT,166992.89,C1887161625,0.0,0.0,C391008295,2477875.46,2644868.35,0
13,CASH_OUT,435439.99,C905191930,397.0,0.0,C399387707,235037.5,670477.5,0
281,CASH_OUT,11921.02,C1859615937,3082.0,0.0,C169626293,0.0,11921.02,0
696,CASH_OUT,803038.11,C2124823897,803038.11,0.0,C1017913693,10502128.9,11305167.01,1
404,PAYMENT,23867.5,C409674823,0.0,0.0,M236185600,0.0,0.0,0
300,CASH_OUT,106629.72,C1478169856,75990.49,0.0,C110002963,632482.49,739112.21,0
132,PAYMENT,5578.18,C1204268768,0.0,0.0,M1725246162,0.0,0.0,0
43,PAYMENT,32618.74,C1263264185,10119.0,0.0,M378745171,0.0,0.0,0
282,PAYMENT,8338.21,C1049368987,34573.0,26234.79,M269724669,0.0,0.0,0
492,PAYMENT,37.69,C833812796,0.0,0.0,M1674920668,0.0,0.0,0
179,CASH_IN,175997.9,C1937090316,6284414.04,6460411.94,C1414712347,673253.11,497255.21,0
14,PAYMENT,516.82,C1686542804,198287.0,197770.18,M2110209678,0.0,0.0,0
255,CASH_IN,154198.34,C1500371040,1298469.02,1452667.36,C1084280833,3838528.34,3684330.0,0
13,CASH_OUT,410058.5,C1763315122,18577.68,0.0,C1225979740,1709417.05,3742671.89,0
21,PAYMENT,4742.92,C1025841021,66389.96,61647.04,M641662254,0.0,0.0,0
36,CASH_OUT,249959.08,C1367636945,0.0,0.0,C1871172330,441746.75,691705.83,0
324,TRANSFER,1280392.24,C681092288,0.0,0.0,C18175178,1962162.3,3242554.54,0
235,CASH_OUT,63522.66,C367885381,0.0,0.0,C2020901744,302627.4,366150.06,0
349,CASH_OUT,186275.55,C235158306,0.0,0.0,C2089731520,721745.5,908021.04,0
303,CASH_IN,222024.17,C1639798331,5695658.38,5917682.55,C231701257,1094497.33,872473.16,0
236,CASH_IN,38499.48,C547517943,4937447.05,4975946.53,C429341638,7093531.04,7042381.17,0
285,PAYMENT,9524.72,C1302474167,19163.79,9639.07,M1787573815,0.0,0.0,0
227,PAYMENT,18737.17,C883399824,33593.0,14855.83,M1843004214,0.0,0.0,0
254,CASH_OUT,238932.96,C1563565058,53084.0,0.0,C701623901,6248159.49,6487092.45,0
144,TRANSFER,94487.95,C997382902,85863.0,0.0,C1840564758,24908.57,119396.52,0
136,CASH_IN,270007.74,C871356776,250.0,270257.74,C634503878,1910376.15,2121876.15,0
263,PAYMENT,29772.37,C1833454553,212905.52,183133.15,M1285439087,0.0,0.0,0
12,CASH_OUT,43047.74,C731929352,0.0,0.0,C198210775,752650.57,795698.31,0
279,CASH_OUT,145982.36,C1179343687,145982.36,0.0,C517557051,800.0,0.0,1
378,CASH_IN,223335.59,C379382080,30640.81,253976.4,C617307124,18805.68,0.0,0
254,PAYMENT,3463.95,C26139656,0.0,0.0,M1157258400,0.0,0.0,0
130,PAYMENT,40285.26,C546866613,907.79,0.0,M386348609,0.0,0.0,0
259,CASH_IN,121822.15,C315193836,474397.18,596219.33,C1623404746,2886984.18,2765162.03,0
232,PAYMENT,5358.19,C192262190,0.0,0.0,M1557739688,0.0,0.0,0
300,PAYMENT,202.85,C932222222,0.0,0.0,M296851627,0.0,0.0,0
302,CASH_OUT,104007.79,C2095464654,0.0,0.0,C1570698932,265432.2,369439.99,0
348,CASH_IN,192170.0,C1457368801,686349.73,878519.73,C1304832582,317694.19,125524.19,0
